"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","52.8","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","55.5","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","58.5","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","60.5","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","63.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","65.7","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","68.6","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","71.2","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","73.3","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","76.0","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","77.6","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","79.3","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","77.7","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","76.9","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","79.7","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","83.2","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","84.0","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","84.4","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","84.2","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","84.1","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","86.2","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","87.6","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","82.3","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","86.2","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Information and communication sector","Chained (2017) dollars per hour","446","units","0","v111384405","1.7.294","92.2","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","35.1","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","39.7","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","52.1","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","56.0","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","50.1","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","48.6","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","44.3","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","47.4","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","49.1","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","48.2","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","48.4","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","54.7","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","55.9","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","59.3","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","61.2","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","57.1","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","57.5","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","63.7","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","60.1","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","57.6","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","56.7","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","54.5","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Information and communication technology, manufacturing","Chained (2017) dollars per hour","446","units","0","v111384406","1.7.295","56.2","","","","1"
